brand,model,year,fuel,transmission,km_driven,owner_count,engine_cc,price
BMW,5 Series,2007,Hybrid,Manual,27091,2,2000,19244.89
Mercedes,C Class,2013,Petrol,Automatic,10229,0,2000,25789.85
Mercedes,E Class,2015,Electric,Manual,12499,2,1000,26742.57
Porsche,Cayenne,2012,Petrol,Automatic,53798,2,3000,44013.57
BMW,X5,2011,Diesel,Manual,5961,0,1500,24782.93
Bugatti,Chiron,2005,Electric,Automatic,8845,2,1500,1231504.46
Tesla,Model X,2016,Hybrid,Manual,8934,0,3000,49487.25
Bugatti,Chiron,2006,Petrol,Manual,40939,0,1500,992371.48
Mercedes,E Class,2021,Electric,Automatic,18045,1,2000,41123.52
Bugatti,Chiron,2018,Diesel,Automatic,49340,0,3000,1832776.21
Audi,Q7,2011,Hybrid,Manual,52455,1,4000,15237.45
BMW,5 Series,2019,Diesel,Automatic,13716,1,2000,32840.21
Tesla,Model X,2005,Electric,Manual,36767,2,1500,27099.34
Audi,A4,2022,Electric,Automatic,18355,1,4000,37618.12
Mercedes,C Class,2011,Electric,Automatic,29396,0,4000,22990.12
BMW,5 Series,2009,Diesel,Automatic,37412,0,2000,19409.21
Tesla,Model 3,2009,Hybrid,Manual,7105,1,1500,29786.31
Porsche,Cayenne,2014,Electric,Automatic,27576,0,4000,59026.95
Mercedes,GLE,2010,Electric,Manual,24551,1,3000,21919.02
Audi,A6,2020,Hybrid,Manual,36504,2,1000,30176.02
Tesla,Model 3,2020,Petrol,Manual,24251,0,3000,55678.34
Tesla,Model Y,2020,Electric,Automatic,8967,0,4000,61646.1
Tesla,Model 3,2019,Electric,Manual,2378,2,2000,52322.75
Tesla,Model X,2017,Petrol,Manual,29318,0,1500,51008.78
BMW,5 Series,2009,Petrol,Manual,2679,1,1000,25018.4
Audi,A4,2013,Diesel,Manual,12882,2,1500,22986.96
Audi,A6,2005,Petrol,Manual,5757,2,2000,10846.4
Bugatti,Chiron,2005,Diesel,Manual,1803,0,4000,986015.7
Mercedes,E Class,2019,Electric,Manual,1000,0,3000,39435.98
BMW,3 Series,2015,Hybrid,Automatic,10927,2,4000,23826.94
BMW,5 Series,2011,Diesel,Automatic,18127,1,2000,20743.54
Mercedes,GLE,2015,Petrol,Automatic,4094,2,2000,24240.89
Bugatti,Chiron,2020,Hybrid,Manual,11193,0,1500,2143767.5
Porsche,Cayenne,2005,Diesel,Manual,22841,2,1000,28565.91
Tesla,Model 3,2008,Electric,Automatic,16731,2,3000,32291.47
Porsche,Panamera,2021,Electric,Automatic,71320,2,2000,70158.11
Audi,A6,2019,Hybrid,Automatic,11861,0,3000,30410.23
Porsche,Cayenne,2009,Diesel,Automatic,32860,2,3000,30082.66
Tesla,Model S,2021,Diesel,Manual,35372,0,2000,66340.14
Bugatti,Chiron,2012,Diesel,Automatic,29326,0,3000,1279358.08
BMW,3 Series,2007,Hybrid,Automatic,16156,3,1500,14865.85
Porsche,Panamera,2005,Electric,Automatic,18572,1,3000,27156.98
Porsche,Cayenne,2020,Petrol,Automatic,18675,3,1000,74782.56
BMW,X5,2005,Electric,Manual,18488,2,1500,13211.23
Audi,A6,2018,Electric,Manual,1000,3,4000,24654.48
Bugatti,Chiron,2012,Petrol,Manual,296811,1,3000,1538372.67
Mercedes,C Class,2008,Electric,Manual,43792,2,1000,14225.23
Audi,Q7,2012,Diesel,Automatic,1135,2,1500,14094.69
Mercedes,E Class,2014,Diesel,Automatic,37198,0,2000,29342.1
BMW,3 Series,2011,Petrol,Manual,48364,2,2000,18085.57
Porsche,Panamera,2016,Petrol,Manual,59001,1,4000,63472.51
BMW,5 Series,2016,Electric,Automatic,2378,3,1000,25983.71
Tesla,Model X,2021,Petrol,Automatic,42044,3,2000,61844.68
Tesla,Model 3,2012,Electric,Manual,14415,0,1500,42534.25
Mercedes,E Class,2018,Hybrid,Manual,27570,3,4000,29569.48
Audi,A6,2018,Petrol,Automatic,7204,3,4000,26764.28
Tesla,Model Y,2005,Petrol,Manual,6142,0,3000,29563.85
Audi,A6,2008,Diesel,Automatic,19199,0,3000,18601.34
Mercedes,E Class,2021,Electric,Automatic,4270,0,4000,39239.62
Tesla,Model S,2013,Electric,Manual,26582,2,2000,38361.74
Bugatti,Chiron,2005,Petrol,Automatic,7806,1,1500,886188.62
Bugatti,Chiron,2019,Electric,Automatic,47156,0,1000,2040058.04
BMW,X5,2020,Petrol,Automatic,62729,0,4000,36190.69
Porsche,Cayenne,2020,Diesel,Automatic,30948,1,1000,74391.24
BMW,5 Series,2010,Petrol,Manual,56685,3,2000,16588.09
BMW,5 Series,2012,Petrol,Automatic,22620,1,2000,21754.08
Tesla,Model 3,2007,Hybrid,Manual,46179,1,2000,27844.73
Audi,A6,2015,Diesel,Manual,8922,0,3000,24562.37
BMW,3 Series,2020,Hybrid,Automatic,18747,2,1000,34321.38
Bugatti,Chiron,2014,Electric,Manual,22092,3,1000,1681644.91
BMW,5 Series,2014,Petrol,Manual,11135,1,1000,27101.45
BMW,3 Series,2006,Petrol,Manual,49629,2,2000,15268.34
Bugatti,Chiron,2011,Diesel,Manual,27383,0,1000,1496771.27
Mercedes,GLE,2015,Hybrid,Automatic,92280,0,1500,28590.27
BMW,X5,2016,Petrol,Automatic,15689,1,1500,32250.1
Tesla,Model 3,2007,Hybrid,Automatic,15226,2,3000,24896.8
Audi,A6,2012,Diesel,Automatic,24125,0,3000,24247.15
Audi,A6,2017,Hybrid,Manual,8756,1,3000,24782.25
Audi,Q7,2006,Hybrid,Manual,7001,0,1500,18008.64
Audi,Q7,2006,Petrol,Manual,10613,3,1500,9779.01
Porsche,Cayenne,2015,Petrol,Manual,46306,2,3000,47277.47
Mercedes,E Class,2009,Electric,Automatic,22675,0,3000,20722.98
Porsche,911,2017,Electric,Manual,40789,2,1500,58629.63
Tesla,Model Y,2016,Hybrid,Manual,4823,2,2000,41300.03
Tesla,Model Y,2006,Petrol,Manual,20018,0,3000,30199.87
Tesla,Model 3,2014,Petrol,Manual,52201,3,1500,37722.79
Tesla,Model Y,2008,Electric,Manual,151987,0,2000,24906.65
BMW,3 Series,2013,Hybrid,Manual,12666,3,1000,18298.83
Porsche,Panamera,2005,Diesel,Automatic,1341,0,2000,38434.92
Bugatti,Chiron,2017,Electric,Automatic,44474,2,3000,1871516.17
Tesla,Model X,2010,Petrol,Automatic,12692,2,2000,35197.85
Mercedes,GLE,2016,Petrol,Manual,30186,1,1000,28968.02
Mercedes,GLE,2018,Diesel,Manual,56951,2,1000,25503.83
Mercedes,E Class,2011,Electric,Automatic,51261,0,4000,18744.14
BMW,X5,2010,Hybrid,Manual,11887,2,3000,21316.36
Audi,A4,2010,Electric,Manual,10879,0,1000,23001.26
Bugatti,Chiron,2007,Diesel,Automatic,29116,3,1000,877175.44
Tesla,Model Y,2014,Hybrid,Automatic,24218,3,2000,34297.6
Mercedes,C Class,2022,Hybrid,Automatic,6966,1,1500,42888.39
Bugatti,Chiron,2017,Electric,Manual,1816,1,1000,1758397.31
BMW,3 Series,2006,Diesel,Automatic,3639,3,2000,9977.18
Tesla,Model 3,2016,Hybrid,Manual,15914,3,4000,45708.09
BMW,X5,2012,Electric,Automatic,10100,2,4000,20409.75
BMW,3 Series,2005,Electric,Automatic,4053,2,3000,13374.53
Bugatti,Chiron,2007,Hybrid,Manual,79083,0,2000,1075750.14
Tesla,Model S,2006,Hybrid,Automatic,26904,0,1000,28136.77
Tesla,Model Y,2006,Electric,Automatic,7950,3,1500,23801.03
Audi,Q7,2010,Electric,Manual,12378,0,3000,18215.66
Tesla,Model Y,2018,Petrol,Manual,12015,3,1500,51282.65
Mercedes,GLE,2009,Petrol,Manual,17805,1,1500,21111.53
Porsche,911,2008,Electric,Automatic,23366,2,1000,37842.5
Mercedes,E Class,2017,Diesel,Manual,75095,0,2000,28689.44
Audi,A4,2008,Electric,Manual,9561,2,2000,10981.01
BMW,3 Series,2007,Hybrid,Manual,23846,2,1500,17799.09
Tesla,Model S,2010,Petrol,Manual,107177,3,1500,27579.11
Mercedes,GLE,2022,Diesel,Manual,18413,3,3000,36094.96
BMW,X5,2012,Electric,Manual,2197,2,3000,16685.12
Porsche,Panamera,2008,Electric,Manual,1432,0,2000,40302.9
Audi,A4,2015,Hybrid,Automatic,56524,0,3000,26773.29
Porsche,Cayenne,2020,Petrol,Automatic,9440,0,3000,74341.54
Porsche,911,2009,Electric,Automatic,12139,1,4000,35865.33
Porsche,911,2005,Electric,Manual,25836,2,2000,32073.6
BMW,5 Series,2006,Petrol,Automatic,3694,0,1500,20059.63
Audi,Q7,2018,Electric,Manual,23951,3,2000,25112.58
Porsche,Cayenne,2018,Petrol,Automatic,29212,0,4000,73385.66
Bugatti,Chiron,2005,Diesel,Manual,5380,1,1000,1079218.49
BMW,5 Series,2006,Hybrid,Manual,22955,1,1500,13352.4
BMW,X5,2010,Electric,Automatic,26348,3,4000,18465.21
Bugatti,Chiron,2011,Electric,Manual,6799,2,3000,1432792.09
Tesla,Model Y,2015,Electric,Automatic,36388,0,1000,41756.83
Tesla,Model X,2020,Hybrid,Automatic,28833,2,2000,58758.8
Audi,A4,2008,Electric,Automatic,20884,1,4000,21602.74
Mercedes,C Class,2006,Hybrid,Automatic,24071,1,2000,14183.71
Bugatti,Chiron,2011,Diesel,Manual,29393,1,2000,1364709.46
Audi,A4,2018,Hybrid,Automatic,12034,0,3000,29543.01
Tesla,Model X,2009,Diesel,Manual,55398,1,4000,34132.47
Bugatti,Chiron,2008,Petrol,Automatic,32187,3,1500,1335058.55
Porsche,Panamera,2007,Electric,Automatic,19243,2,4000,30506.21
Tesla,Model X,2011,Diesel,Automatic,27135,2,4000,29248.36
Mercedes,C Class,2005,Electric,Manual,64977,1,1500,16279.21
Tesla,Model S,2011,Petrol,Manual,18687,3,1000,34430.6
Porsche,911,2010,Diesel,Automatic,1000,1,3000,36830.22
Bugatti,Chiron,2013,Diesel,Manual,11894,0,2000,1343716.57
Bugatti,Chiron,2017,Petrol,Manual,21077,2,1000,1794092.72
Tesla,Model X,2011,Diesel,Manual,45670,3,3000,31949.88
Mercedes,C Class,2013,Electric,Automatic,28618,2,1000,19268.61
Audi,A4,2018,Diesel,Manual,24163,3,1500,24836.17
Audi,Q7,2020,Electric,Manual,24625,1,4000,32423.79
BMW,X5,2018,Diesel,Manual,3466,1,3000,34432.35
Tesla,Model 3,2007,Hybrid,Manual,16897,1,1000,30216.49
Porsche,911,2009,Diesel,Automatic,4311,2,3000,44124.77
Audi,A4,2016,Diesel,Automatic,10879,0,3000,29922.46
Tesla,Model S,2014,Diesel,Automatic,54764,3,3000,42816.27
Porsche,911,2007,Diesel,Automatic,12422,3,3000,33662.49
Porsche,Cayenne,2021,Hybrid,Automatic,1000,0,1000,87839.8
Bugatti,Chiron,2014,Hybrid,Manual,59582,2,4000,1593067.02
Bugatti,Chiron,2019,Electric,Automatic,28981,0,1000,2102193.26
Porsche,Panamera,2020,Electric,Manual,43319,0,1500,74474.83
BMW,5 Series,2017,Petrol,Manual,1404,0,2000,34821.0
Audi,A6,2008,Electric,Manual,31349,0,4000,19025.87
Audi,A4,2007,Petrol,Automatic,28828,3,3000,11491.05
Bugatti,Chiron,2006,Electric,Automatic,1000,1,2000,940132.59
BMW,5 Series,2020,Petrol,Manual,11391,0,1000,41242.09
Tesla,Model 3,2020,Petrol,Manual,29384,3,1500,54411.8
Audi,A6,2011,Electric,Manual,1000,0,1500,20165.91
Audi,A4,2010,Hybrid,Manual,12003,0,1000,20580.42
Audi,Q7,2012,Hybrid,Automatic,38540,2,4000,18946.4
BMW,3 Series,2008,Electric,Manual,19866,3,2000,17287.8
Porsche,Cayenne,2012,Diesel,Manual,23214,0,2000,45417.52
Mercedes,E Class,2008,Diesel,Automatic,38132,1,1000,11847.4
BMW,X5,2010,Electric,Automatic,14479,3,2000,18782.83
Mercedes,E Class,2009,Hybrid,Automatic,39006,1,2000,20351.68
Tesla,Model 3,2006,Petrol,Manual,26559,2,3000,27031.93
Porsche,911,2020,Petrol,Automatic,23860,1,2000,75918.11
Porsche,Cayenne,2011,Hybrid,Manual,23567,3,1000,44726.72
Audi,Q7,2006,Hybrid,Manual,18276,0,2000,15469.64
Bugatti,Chiron,2011,Hybrid,Manual,29835,2,4000,1414655.57
Tesla,Model 3,2008,Petrol,Manual,11024,3,1500,29013.23
BMW,X5,2010,Diesel,Automatic,44598,1,1000,18127.74
Tesla,Model 3,2008,Electric,Manual,96278,3,2000,28543.48
Mercedes,E Class,2014,Electric,Manual,3424,3,4000,25332.04
BMW,X5,2019,Diesel,Automatic,26447,0,1000,37973.52
Porsche,Panamera,2011,Electric,Manual,76279,2,2000,49834.68
Tesla,Model X,2017,Hybrid,Automatic,53534,1,4000,50710.78
Tesla,Model Y,2007,Petrol,Manual,1000,3,3000,30949.92
Tesla,Model S,2019,Hybrid,Manual,8315,3,1000,50161.66
Tesla,Model S,2009,Diesel,Automatic,4351,0,4000,34321.44
BMW,5 Series,2007,Diesel,Manual,11853,0,3000,22391.23
Audi,Q7,2022,Hybrid,Automatic,63051,0,1000,36062.34
Audi,A4,2005,Petrol,Automatic,110760,3,1500,8006.57
Bugatti,Chiron,2005,Electric,Manual,51820,1,1500,1063496.49
Bugatti,Chiron,2016,Diesel,Automatic,15220,1,2000,1691033.39
Mercedes,GLE,2020,Diesel,Manual,20369,0,2000,37076.63
Mercedes,E Class,2009,Hybrid,Manual,77838,1,1000,16034.4
Mercedes,E Class,2019,Electric,Automatic,88243,0,1000,33755.78
Audi,A4,2005,Hybrid,Manual,8083,1,3000,11793.87
BMW,X5,2005,Diesel,Automatic,7724,0,2000,16784.24
Tesla,Model Y,2014,Petrol,Automatic,61992,1,1500,39915.82
Audi,A4,2015,Petrol,Automatic,31939,3,1500,19999.52
Bugatti,Chiron,2017,Diesel,Automatic,11840,0,3000,1644337.56
Bugatti,Chiron,2019,Diesel,Automatic,27492,1,1500,2044180.25
Porsche,911,2021,Electric,Manual,35401,2,1000,73175.69
Mercedes,GLE,2021,Diesel,Automatic,1000,1,3000,37052.03
Tesla,Model X,2019,Electric,Manual,77049,0,3000,56488.86
Tesla,Model X,2007,Hybrid,Manual,6475,3,4000,24536.73
Porsche,Cayenne,2008,Petrol,Automatic,69220,0,2000,33015.16
Porsche,911,2022,Electric,Manual,21542,3,1500,77062.14
Porsche,911,2010,Petrol,Automatic,79507,0,4000,48120.71
Porsche,Cayenne,2021,Petrol,Automatic,98165,1,4000,73356.79
Mercedes,E Class,2007,Petrol,Manual,11516,0,1500,21481.49
Porsche,Cayenne,2005,Hybrid,Manual,2057,1,1000,27114.75
Mercedes,GLE,2016,Electric,Automatic,2055,0,3000,30465.32
Bugatti,Chiron,2010,Hybrid,Manual,20067,2,1500,1535414.89
Tesla,Model Y,2015,Hybrid,Manual,26916,0,3000,42364.5
Mercedes,E Class,2015,Hybrid,Automatic,15933,1,3000,26725.5
Porsche,Panamera,2007,Hybrid,Automatic,19365,1,1000,32096.07
Audi,A4,2014,Diesel,Manual,37748,3,2000,20501.2
Mercedes,GLE,2005,Electric,Automatic,18756,1,4000,13815.58
Porsche,Panamera,2015,Petrol,Manual,70592,3,4000,55783.86
Bugatti,Chiron,2006,Diesel,Automatic,8936,3,2000,1192144.81
BMW,X5,2011,Hybrid,Manual,37645,1,1000,19552.09
Porsche,Panamera,2005,Diesel,Automatic,72202,1,4000,37880.83
Audi,A6,2017,Hybrid,Automatic,44873,3,2000,24342.08
Bugatti,Chiron,2005,Petrol,Automatic,7058,3,1500,1211323.02
Tesla,Model 3,2017,Petrol,Automatic,10859,0,4000,50675.93
Audi,A4,2022,Hybrid,Automatic,42710,0,3000,37359.85
Audi,Q7,2022,Electric,Automatic,54014,3,2000,30732.2
Tesla,Model Y,2015,Diesel,Automatic,78930,2,1500,40827.18
Tesla,Model X,2016,Petrol,Automatic,64652,0,1000,48158.57
Bugatti,Chiron,2012,Diesel,Manual,16905,0,3000,1495937.2
Tesla,Model S,2021,Hybrid,Manual,4107,3,3000,60466.45
Porsche,Panamera,2006,Diesel,Manual,18196,2,2000,32817.37
Bugatti,Chiron,2022,Electric,Automatic,1000,2,4000,2370025.48
Bugatti,Chiron,2014,Electric,Manual,54980,0,1500,1455541.99
Mercedes,E Class,2019,Diesel,Automatic,12707,0,1000,33988.76
Audi,Q7,2011,Petrol,Automatic,25681,2,3000,15915.94
Bugatti,Chiron,2005,Petrol,Manual,16535,2,4000,1081468.06
Mercedes,C Class,2009,Hybrid,Automatic,53539,2,2000,19258.2
Audi,Q7,2014,Diesel,Automatic,15364,2,1000,20154.94
Bugatti,Chiron,2014,Hybrid,Manual,78644,0,2000,1498894.83
BMW,5 Series,2016,Petrol,Automatic,24265,1,4000,30816.99
Porsche,Panamera,2010,Hybrid,Automatic,9017,3,1000,41233.15
Bugatti,Chiron,2020,Hybrid,Manual,22413,2,3000,2237823.24
Tesla,Model X,2006,Electric,Manual,74371,0,1000,26503.28
Audi,A6,2021,Electric,Manual,1000,2,4000,28487.47
BMW,3 Series,2012,Petrol,Manual,12142,3,1000,22682.21
Audi,Q7,2014,Diesel,Manual,1535,1,4000,23206.2
BMW,3 Series,2006,Diesel,Automatic,8088,2,1000,11987.18
Porsche,Cayenne,2008,Diesel,Automatic,15304,3,1500,37144.35
Mercedes,GLE,2018,Petrol,Manual,1000,1,3000,35060.96
Audi,A4,2018,Hybrid,Manual,35467,3,1500,27635.46
Audi,A4,2011,Petrol,Manual,34391,3,1000,13606.58
Audi,A4,2014,Hybrid,Manual,35293,0,1000,22257.67
Mercedes,GLE,2020,Hybrid,Automatic,18125,1,1000,34823.57
Audi,A4,2009,Diesel,Manual,2599,0,1000,20335.54
Tesla,Model 3,2022,Diesel,Automatic,17858,2,2000,59993.5
Mercedes,C Class,2019,Hybrid,Manual,23216,1,1500,33379.82
Mercedes,GLE,2017,Diesel,Manual,17112,2,3000,29456.62
Audi,A4,2005,Petrol,Automatic,13568,2,1000,10643.73
Tesla,Model 3,2013,Diesel,Automatic,2013,1,1000,38054.95
Mercedes,GLE,2020,Electric,Manual,12450,0,2000,42492.24
Bugatti,Chiron,2019,Diesel,Automatic,19764,1,1000,2099345.46
Bugatti,Chiron,2006,Electric,Automatic,44880,3,3000,1041031.09
Audi,Q7,2012,Electric,Manual,1089,3,4000,18130.68
BMW,5 Series,2005,Hybrid,Manual,41254,2,2000,12765.21
Porsche,911,2006,Diesel,Automatic,37750,0,3000,31766.53
Tesla,Model Y,2005,Electric,Automatic,15047,3,2000,18022.27
Mercedes,GLE,2013,Diesel,Automatic,30436,1,2000,26142.23
Mercedes,GLE,2017,Petrol,Manual,10978,3,3000,26689.42
Audi,Q7,2021,Petrol,Automatic,34842,1,3000,32904.0
Bugatti,Chiron,2011,Hybrid,Automatic,8931,0,3000,1362730.33
Audi,A4,2014,Hybrid,Automatic,7931,2,2000,19522.31
Audi,Q7,2016,Diesel,Manual,47152,2,3000,22905.87
BMW,5 Series,2014,Diesel,Manual,79735,0,4000,27133.91
Tesla,Model X,2011,Electric,Manual,127530,2,1500,35345.92
Audi,Q7,2019,Hybrid,Manual,1673,1,1500,33807.74
Tesla,Model S,2020,Hybrid,Automatic,10288,2,3000,56856.05
Mercedes,C Class,2012,Diesel,Manual,4764,0,1500,25415.95
BMW,X5,2009,Diesel,Manual,47952,3,2000,16353.78
BMW,3 Series,2022,Diesel,Automatic,1426,3,1000,36796.82
Tesla,Model 3,2007,Hybrid,Automatic,1000,1,2000,25619.54
Bugatti,Chiron,2018,Electric,Automatic,32579,3,3000,1831507.23
Mercedes,E Class,2005,Electric,Manual,8295,3,4000,13942.26
BMW,5 Series,2022,Electric,Manual,2612,3,1500,35061.8
Bugatti,Chiron,2008,Electric,Automatic,7215,1,1000,1203874.27
Tesla,Model X,2019,Diesel,Automatic,3992,3,1500,50560.67
Mercedes,C Class,2022,Petrol,Manual,31964,1,2000,42101.81
Tesla,Model 3,2021,Diesel,Automatic,18593,0,1000,64419.1
Audi,A6,2008,Electric,Manual,1639,3,3000,10727.78
BMW,5 Series,2006,Electric,Automatic,9244,3,3000,15716.21
BMW,X5,2016,Diesel,Automatic,9043,1,3000,32407.41
Bugatti,Chiron,2021,Electric,Manual,23689,0,1000,2213059.77
Tesla,Model X,2005,Petrol,Manual,20674,3,1000,22900.74
BMW,3 Series,2021,Hybrid,Automatic,135466,0,4000,38781.05
Audi,A6,2017,Hybrid,Automatic,13649,1,2000,25633.63
Bugatti,Chiron,2010,Hybrid,Automatic,25922,0,1000,1245834.54
BMW,3 Series,2010,Petrol,Manual,19204,1,1000,20011.07
Audi,Q7,2012,Hybrid,Manual,15245,2,1500,18646.19
Mercedes,E Class,2017,Petrol,Automatic,36675,3,3000,27011.81
Porsche,Cayenne,2011,Electric,Manual,72612,3,1500,37253.55
Tesla,Model 3,2010,Petrol,Automatic,8145,3,4000,32663.92
Bugatti,Chiron,2014,Diesel,Manual,10904,1,1500,1489142.63
Mercedes,C Class,2014,Electric,Automatic,32786,2,3000,23112.85
Audi,Q7,2012,Hybrid,Manual,4569,1,2000,20359.85
Bugatti,Chiron,2009,Diesel,Manual,46363,3,4000,1281662.05
Tesla,Model 3,2022,Petrol,Automatic,5439,2,4000,58055.13
Bugatti,Chiron,2007,Hybrid,Automatic,45733,0,4000,1078523.02
Mercedes,E Class,2014,Electric,Manual,26987,3,2000,21975.34
Porsche,911,2014,Diesel,Manual,1000,0,2000,57620.12
Mercedes,C Class,2011,Petrol,Manual,7332,1,1500,23639.48
BMW,5 Series,2017,Petrol,Automatic,1000,1,1000,31016.86
Audi,A6,2016,Hybrid,Manual,1000,1,2000,23925.82
Porsche,Panamera,2016,Diesel,Manual,36047,1,2000,59183.4
Mercedes,E Class,2008,Diesel,Manual,38808,1,3000,12425.61
Bugatti,Chiron,2010,Petrol,Manual,47533,0,3000,1381190.73
Mercedes,GLE,2017,Hybrid,Manual,3459,2,4000,28587.33
Tesla,Model 3,2005,Diesel,Manual,55884,0,3000,24955.82
Audi,A6,2022,Diesel,Manual,10103,0,4000,36198.14
Audi,Q7,2008,Diesel,Manual,43512,3,1000,8741.18
Bugatti,Chiron,2011,Diesel,Manual,6887,3,3000,1261644.16
Porsche,Cayenne,2011,Hybrid,Manual,61193,2,3000,48476.11
Porsche,911,2015,Petrol,Automatic,27491,2,4000,63856.68
Tesla,Model 3,2012,Petrol,Manual,6011,3,2000,28713.64
Porsche,911,2022,Diesel,Automatic,33553,2,3000,83270.51
BMW,3 Series,2006,Diesel,Automatic,11601,3,1000,11444.32
BMW,X5,2007,Electric,Manual,21380,2,3000,15801.15
Tesla,Model S,2007,Electric,Automatic,10494,1,1000,28742.29
Porsche,Panamera,2012,Hybrid,Manual,69660,0,1000,53531.23
BMW,3 Series,2005,Hybrid,Automatic,22730,0,4000,20236.54
Tesla,Model S,2014,Electric,Manual,14886,2,3000,39902.63
Bugatti,Chiron,2014,Petrol,Manual,11524,3,2000,1548766.29
Bugatti,Chiron,2013,Petrol,Automatic,30644,3,3000,1664314.92
Tesla,Model S,2022,Petrol,Automatic,9615,2,1000,61882.42
Porsche,Panamera,2012,Electric,Automatic,91331,3,2000,44375.56
Porsche,Cayenne,2008,Hybrid,Manual,20387,0,3000,43081.74
Porsche,911,2013,Diesel,Automatic,8927,3,1500,39415.11
Porsche,Panamera,2007,Diesel,Automatic,13729,3,1500,28973.06
Mercedes,E Class,2014,Hybrid,Manual,50353,0,4000,30101.99
Audi,Q7,2018,Hybrid,Manual,80370,1,1500,22706.14
Tesla,Model X,2008,Electric,Manual,34161,0,2000,33934.17
Tesla,Model S,2006,Diesel,Automatic,34078,1,2000,30647.61
Porsche,911,2017,Hybrid,Manual,1965,1,4000,56995.63
Mercedes,GLE,2022,Hybrid,Manual,20877,1,3000,36887.62
BMW,X5,2022,Hybrid,Manual,31607,3,1000,37164.13
Audi,A4,2019,Diesel,Automatic,66931,3,2000,25057.52
BMW,5 Series,2016,Hybrid,Automatic,9482,1,3000,28299.45
Porsche,911,2011,Electric,Manual,11373,0,2000,50652.94
BMW,5 Series,2007,Diesel,Automatic,51170,3,1000,11836.71
Bugatti,Chiron,2018,Petrol,Automatic,34184,1,2000,2105777.34
Bugatti,Chiron,2016,Diesel,Manual,19234,2,1000,1565830.22
Tesla,Model 3,2014,Petrol,Automatic,7904,1,2000,42601.81
Audi,A6,2009,Diesel,Automatic,41361,1,4000,16498.66
Porsche,Panamera,2019,Hybrid,Automatic,13793,2,1500,72512.39
Tesla,Model X,2010,Diesel,Automatic,60300,3,1000,32691.95
Porsche,911,2021,Petrol,Automatic,7533,2,4000,86812.62
Tesla,Model 3,2019,Electric,Manual,1000,1,1500,54621.75
Porsche,Panamera,2005,Petrol,Automatic,1000,2,2000,34967.53
Mercedes,E Class,2020,Hybrid,Manual,132883,1,1000,33624.0
Audi,A4,2012,Electric,Automatic,8649,0,1500,20492.25
BMW,5 Series,2011,Petrol,Manual,12942,1,2000,21687.76
Bugatti,Chiron,2016,Petrol,Manual,34982,2,1000,1542716.64
Porsche,911,2009,Hybrid,Manual,60927,2,3000,37685.7
Audi,A6,2020,Petrol,Manual,69336,3,4000,28154.72
Porsche,Cayenne,2012,Electric,Automatic,40700,3,1500,49063.6
Bugatti,Chiron,2006,Hybrid,Manual,21945,1,1000,926364.47
Porsche,Panamera,2015,Electric,Automatic,16393,1,1000,50608.11
Porsche,911,2013,Electric,Manual,5896,3,4000,43569.03
Bugatti,Chiron,2017,Electric,Automatic,110210,2,2000,1915844.79
Bugatti,Chiron,2020,Hybrid,Automatic,13862,1,1000,2070693.46
Audi,A4,2008,Electric,Automatic,21230,3,1000,10082.3
Bugatti,Chiron,2008,Petrol,Automatic,27968,1,3000,1161984.52
Bugatti,Chiron,2017,Diesel,Automatic,91958,3,1500,1694593.44
Tesla,Model Y,2006,Petrol,Automatic,22838,1,1500,26187.74
Bugatti,Chiron,2005,Diesel,Manual,43560,1,2000,920644.86
Porsche,Cayenne,2009,Diesel,Manual,13290,0,1500,42928.59
Mercedes,E Class,2015,Hybrid,Automatic,7676,3,4000,24910.13
Porsche,Cayenne,2005,Electric,Automatic,1000,3,1500,26839.31
Audi,A4,2014,Electric,Automatic,15008,0,1000,26153.75
Mercedes,E Class,2019,Hybrid,Automatic,11082,3,2000,29811.26
Bugatti,Chiron,2008,Hybrid,Automatic,7087,2,3000,1220095.94
Audi,Q7,2007,Hybrid,Automatic,30667,3,4000,12326.85
Porsche,Panamera,2021,Electric,Automatic,11558,3,1000,76961.71
Mercedes,GLE,2011,Hybrid,Manual,10588,1,1000,26331.94
Porsche,Panamera,2016,Petrol,Manual,79275,1,1000,59883.86
Audi,Q7,2007,Petrol,Automatic,19841,3,2000,13188.31
Audi,A6,2016,Electric,Automatic,6560,1,3000,28789.78
Audi,Q7,2019,Electric,Automatic,10937,3,1000,24677.78
Porsche,Panamera,2018,Petrol,Manual,1000,0,3000,61998.86
Porsche,Panamera,2019,Diesel,Automatic,13313,3,1000,81208.59
BMW,X5,2014,Electric,Manual,8780,0,1000,32334.43
Porsche,911,2012,Petrol,Manual,63249,1,1000,47872.89
Bugatti,Chiron,2015,Diesel,Automatic,63786,2,1000,1738781.81
BMW,5 Series,2011,Hybrid,Manual,57973,2,1500,21769.78
Tesla,Model 3,2006,Diesel,Automatic,14130,2,4000,19934.63
Mercedes,C Class,2008,Hybrid,Automatic,25337,2,2000,11858.59
Tesla,Model X,2013,Hybrid,Automatic,56387,1,1500,33240.83
BMW,3 Series,2015,Diesel,Manual,30193,1,1000,24057.31
Bugatti,Chiron,2005,Hybrid,Automatic,12127,0,1500,1083614.32
Porsche,911,2020,Diesel,Manual,50003,1,3000,77046.04
BMW,3 Series,2010,Petrol,Manual,119706,1,1500,18156.49
